text,label
Je me sens souvent faible et sans énergie.,0
J'ai des douleurs dans le cou qui apparaissent soudainement.,0
Je ressens des étourdissements fréquents qui m'inquiètent.,0
J'ai des saignements de nez qui sont très inquiétants.,0
Je me sens souvent fatigué et sans motivation.,0
J'ai des douleurs dans les bras sans raison apparente.,0
Je ressens une oppression dans la tête qui est très inconfortable.,0
J'ai des troubles de l'équilibre qui m'inquiètent.,0
Je me sens souvent tendu et incapable de me détendre.,0
J'ai des douleurs dans les jambes qui me réveillent la nuit.,0
Je ressens des palpitations qui me font peur.,0
J'ai des troubles de la concentration qui affectent mon travail.,0
Je me sens souvent essoufflé même au repos.,0
J'ai des douleurs dans les épaules sans raison apparente.,0
Je ressens une fatigue intense qui m'empêche de vaquer à mes occupations.,0
J'ai des maux de tête qui ne disparaissent pas avec les médicaments.,0
Je me sens souvent étourdi et j'ai du mal à me concentrer.,0
J'ai des douleurs dans la poitrine qui me font peur.,0
Je ressens des picotements dans les doigts sans raison apparente.,0
J'ai des troubles de la mémoire qui m'inquiètent.,0
Je me sens souvent faible et sans énergie.,0
J'ai des douleurs dans le cou qui apparaissent soudainement.,0
Je ressens des étourdissements fréquents qui m'inquiètent.,0
J'ai des saignements de nez qui sont très inquiétants.,0
Je me sens souvent fatigué et sans motivation.,0
J'ai des douleurs dans les bras sans raison apparente.,0
Je ressens une oppression dans la tête qui est très inconfortable.,0
J'ai remarqué que j'ai souvent mal à la tête et que ma vision devient floue de temps en temps.,0
Je me sens constamment fatigué et j'ai des difficultés à respirer même après un effort léger.,0
Mon médecin m'a dit que j'avais un bruit dans les artères du cou lors de mon dernier examen.,0
J'ai des palpitations fréquentes et je me sens souvent anxieux sans raison apparente.,0
J'ai pris du poids récemment et j'ai remarqué que je transpire beaucoup plus qu'avant.,0
Je ressens souvent des étourdissements et j'ai parfois des saignements de nez sans raison.,0
J'ai des douleurs dans la poitrine et mon médecin a mentionné que ma pression artérielle était très élevée.,0
J'ai des crampes musculaires fréquentes et une sensation de faiblesse générale dans mon corps.,0
J'ai des difficultés à dormir et je me réveille souvent la nuit avec une sensation d'oppression.,0
Je ressens une douleur intense dans la poitrine qui irradie vers mon bras gauche.,0
J'ai souvent des essoufflements même lorsque je suis au repos.,0
"Je me sens très fatigué et faible, même après une bonne nuit de sommeil.",0
J'ai des palpitations cardiaques qui me font très peur.,0
Mes jambes gonflent et je ressens une lourdeur constante.,0
Je tousse beaucoup la nuit et j'ai du mal à respirer quand je suis allongé.,0
J'ai des étourdissements fréquents et je me sens parfois proche de l'évanouissement.,0
"Ma tension artérielle reste élevée malgré mes médicaments.,",0
Je ressens une oppression dans la poitrine qui ne disparaît pas.,0
J'ai des maux de tête violents qui ne s'améliorent pas avec les analgésiques.,0
Je me réveille souvent la nuit avec une sensation d'étouffement.,0
J'ai des douleurs dans le dos qui ne sont pas soulagées par le repos.,0
Je ressens une grande anxiété et j'ai peur de faire un effort physique.,0
J'ai des nausées et des sueurs froides sans raison apparente.,0
Je ressens des battements irréguliers dans ma poitrine.,0
J'ai des difficultés à marcher en raison d'une douleur dans la jambe.,0
Je me sens confus et j'ai du mal à me concentrer sur des tâches simples.,0
J'ai souvent soif même après avoir bu beaucoup d'eau.,1
Je me sens très fatigué ces derniers temps sans raison.,1
J'urine beaucoup plus souvent surtout la nuit.,1
J'ai remarqué que mes plaies guérissent très lentement.,1
Mes pieds me picotent et parfois j'ai des fourmillements.,1
J'ai perdu du poids sans faire de régime.,1
J'ai souvent faim même après les repas.,1
Ma vision est parfois floue surtout en fin de journée.,1
J'ai une sensation de brûlure dans mes jambes.,1
Je me sens irritable sans raison apparente.,1
J'ai des infections urinaires à répétition.,1
J'ai des démangeaisons fréquentes au niveau de la peau.,1
J'ai la bouche sèche en permanence.,1
Je remarque que mes gencives saignent facilement.,1
J'ai des crampes musculaires qui reviennent souvent.,1
Je me sens faible et sans énergie.,1
J'ai des vertiges lorsque je me lève trop vite.,1
J'ai du mal à cicatriser après une coupure.,1
Mes pieds sont froids et j'ai parfois des douleurs.,1
J'ai des infections de la peau qui ne passent pas facilement.,1
Mon appétit est très variable je peux manger beaucoup puis rien.,1
Je transpire beaucoup même sans effort.,1
J'ai souvent des nausées sans cause évidente.,1
Mes mains sont souvent engourdies.,1
J'ai des picotements dans les doigts et les orteils.,1
Je perds l'équilibre de temps en temps.,1
J'ai du mal à me concentrer au travail.,1
Je me sens parfois très anxieux sans raison.,1
J'ai remarqué que ma peau est devenue plus foncée au niveau du cou.,1
J'ai une sensation de soif intense la nuit.,1
J'ai souvent la tête lourde et mal au crâne.,1
J'ai un goût métallique dans la bouche.,1
Mes ongles sont cassants et déformés.,1
Je ressens une fatigue intense après chaque repas.,1
J'ai du mal à rester debout longtemps mes jambes me font mal.,1
J'ai remarqué que mes vêtements sont plus larges j'ai perdu du ventre.,1
Je suis souvent en hypoglycémie j'ai des sueurs froides.,1
J'ai des troubles du sommeil je me réveille souvent la nuit.,1
J'ai la peau très sèche surtout sur les jambes.,1
Mes lèvres sont souvent gercées et douloureuses.,1
J'ai des douleurs dans la poitrine quand je marche longtemps.,1
Je ressens une grande soif qui ne passe pas.,1
J'ai des nausées après les repas gras.,1
Mes pieds ont des rougeurs et des gonflements.,1
Je ressens une faiblesse soudaine en faisant de l'effort.,1
J'ai des douleurs articulaires fréquentes.,1
J'ai du mal à respirer quand je fais une petite marche.,1
J'ai des maux de tête qui reviennent chaque jour.,1
Je me sens souvent déprimé.,1
J'ai des brûlures d'estomac récurrentes.,1
Mes yeux piquent et je pleure facilement.,1
J'ai une sensation de lourdeur dans les jambes.,1
J'ai des sensations de picotements quand je conduis.,1
J'ai remarqué que mes cheveux tombent plus qu'avant.,1
J'ai souvent froid même quand il fait chaud.,1
Je ressens une grande faiblesse après le sport.,1
J'ai des troubles de la mémoire récents.,1
Je remarque que mes gencives sont rouges et enflées.,1
J'ai des démangeaisons au niveau des plis de la peau.,1
J'ai des crampes nocturnes dans les mollets.,1
Je suis souvent essoufflé en montant les escaliers.,1
J'ai une mauvaise haleine qui ne part pas.,1
Je suis souvent irritable et de mauvaise humeur.,1
J'ai des infections vaginales à répétition.,1
Je ressens des douleurs au ventre après les repas.,1
J'ai des troubles digestifs fréquents.,1
J'ai du mal à perdre du poids malgré mes efforts.,1
Mes pieds sont souvent engourdis après avoir marché.,1
J'ai des difficultés à me concentrer quand je travaille sur l'ordinateur.,1
J'ai souvent les mains froides et moites.,1
Je ressens une fatigue chronique qui ne s'améliore pas avec le repos.,1
J'ai remarqué que ma peau est devenue plus fine.,1
Je ressens une grande soif et une bouche pâteuse.,1
J'ai souvent des palpitations sans cause apparente.,1
J'ai du mal à contrôler ma glycémie malgré mon traitement.,1
"Je me sens souvent très fatigué, même après une bonne nuit de sommeil.",1
J'ai une soif intense et je dois boire de l'eau constamment.,1
"Je vais aux toilettes très fréquemment, même pendant la nuit.",1
"J'ai perdu du poids sans raison apparente, malgré un appétit normal.",1
J'ai souvent des étourdissements et je me sens faible.,1
Ma vision est devenue floue et j'ai du mal à me concentrer.,1
Je ressens des picotements et un engourdissement dans mes mains et mes pieds.,1
"J'ai des infections fréquentes, comme des infections de la peau ou des infections urinaires.",1
Je me sens souvent irritable et anxieux sans raison évidente.,1
"J'ai des épisodes de transpiration excessive et des tremblements, surtout si je n'ai pas mangé à temps.",1
"Je me sens constamment triste et vide, sans raison apparente.",2
Je n'ai plus d'intérêt pour les activités que j'aimais auparavant.,2
Je me réveille souvent la nuit et j'ai du mal à me rendormir.,2
"Je me sens fatigué tout le temps, même après une bonne nuit de sommeil.",2
"J'ai du mal à me concentrer, même sur des tâches simples.",2
Je me sens inutile et sans espoir pour l'avenir.,2
J'ai perdu l'appétit et j'ai du mal à manger régulièrement.,2
Je me sens coupable et je rumine souvent sur mes erreurs passées.,2
"Je n'arrive plus à prendre des décisions, même les plus simples.",2
Je me sens agité et incapable de rester en place.,2
Je pense souvent à la mort et à la possibilité de me suicider.,2
Je pleure souvent sans raison apparente.,2
"Je me sens physiquement ralenti, comme si tout était un effort.",2
Je n'ai plus d'énergie pour faire quoi que ce soit.,2
Je me sens désespéré et je ne vois pas d'issue à ma situation.,2
Je me sens irritable et je m'énerve facilement.,2
Je n'arrive plus à ressentir de la joie ou du plaisir.,2
Je me sens submergé par l'anxiété et la peur.,2
Je me sens comme un fardeau pour les autres.,2
Je n'ai plus envie de sortir de chez moi ou de voir qui que ce soit.,2
Je me sens vide et sans émotion.,2
Je n'arrive plus à me motiver pour quoi que ce soit.,2
Je me sens constamment en échec.,2
Je n'ai plus confiance en moi et je me sens inutile.,2
Je me sens coupable de ne pas être à la hauteur.,2
Je n'arrive plus à me projeter dans l'avenir.,2
Je me sens comme si je vivais dans un brouillard.,2
Je n'ai plus envie de prendre soin de moi.,2
Je me sens comme si je perdais le contrôle de ma vie.,2
Je n'arrive plus à ressentir de l'affection pour les autres.,2
Je me sens comme si je n'avais plus rien à offrir.,2
Je n'ai plus envie de parler à qui que ce soit.,2
Je me sens comme si je n'avais plus de raison de vivre.,2
Je n'arrive plus à me concentrer sur quoi que ce soit.,2
Je me sens comme si je n'avais plus de valeur.,2
"Je me sens constamment tendu et je m'inquiète pour tout, même les petites choses.",2
"Mon esprit ne s'arrête jamais, c'est comme si je ne pouvais pas contrôler mes pensées.",2
J'ai souvent des maux de tête et des tensions musculaires sans raison apparente.,2
"Je me sens fatigué tout le temps, même après une bonne nuit de sommeil.",2
J'ai des difficultés à me concentrer sur mon travail ou mes études à cause de mon anxiété.,2
"Je ressens une peur intense et irrationnelle que quelque chose de terrible va arriver.,number",2
"Je me réveille souvent la nuit en sueur, le cœur battant à cause de mes inquiétudes.",2
Je me sens submergé par mes responsabilités et j'ai peur de ne pas être à la hauteur.,2
J'ai des nausées et des problèmes digestifs quand je suis particulièrement anxieux.,2
"Je me sens irritable et à fleur de peau, même avec mes proches.",2
J'ai souvent des vertiges et je me sens étourdi sans raison médicale évidente.,2
Je me sens comme si je perdais le contrôle de ma vie et de mes émotions.,2
"J'ai des difficultés à prendre des décisions, même simples, par peur de faire une erreur.",2
"Je me sens souvent en danger, même dans des situations parfaitement sûres.",2
J'ai des palpitations et une sensation d'oppression dans la poitrine quand je suis anxieux.,2
"Je me sens isolé et incompris, comme si personne ne pouvait comprendre ce que je vis.",2
J'ai des difficultés à respirer correctement quand je suis submergé par l'anxiété.,2
"Je me sens constamment sur le qui-vive, comme si je devais me préparer au pire.",2
J'ai des tremblements et des secousses musculaires quand je suis particulièrement stressé.,2
"Je me sens désespéré et sans espoir, comme si rien ne pouvait aller mieux.",2
"Parfois, je me sens invincible et plein d'énergie, mais d'autres fois, je ne peux même pas sortir du lit.",2
"J'ai des périodes où je parle très vite et où mes pensées s'emballent, puis soudain, je me sens complètement vide.",2
Il m'arrive de dépenser beaucoup d'argent de manière impulsive quand je me sens au sommet de ma forme.,2
Je passe par des phases où je me sens extrêmement irritable et agité sans raison apparente.,2
Il y a des moments où je me sens tellement triste et désespéré que je ne vois pas l'intérêt de continuer.,2
"Je me réveille plusieurs fois par nuit et j'ai du mal à me rendormir, ce qui me laisse épuisé le matin.",2
"Même si je me sens fatigué, je ne parviens pas à m'endormir, mon esprit ne cesse de ressasser des pensées.",2
Je fais souvent des cauchemars qui me réveillent en sueur et en état de panique.,2
"Je me sens comme paralysé au moment de m'endormir ou de me réveiller, c'est vraiment effrayant.",2
"Je passe des nuits blanches à fixer le plafond, et le manque de sommeil aggrave mon anxiété pendant la journée.",2
